AUC_liver,Cmax_blood,E_off_final,E_on_final,P_brain_peak,absorption.footpad.k_blood,absorption.footpad.k_lymph,bbb.k_brainblood_to_EC,bbb.k_endo_to_ISF,distribution.k_blood_to_brain,distribution.k_blood_to_liver,dose,editing.k_cat_off,editing.k_cat_on,editing.k_off_on,editing.k_on_off,editing.k_on_on,intracellular.k_deg_m,intracellular.k_deg_p,intracellular.k_tl,intracellular.k_tx,off_target_burden_final,on_target_editing_rate_final,sample_id,specificity_index_final
4.909480604437706,0.28569759123897254,3.407660629725145e-06,0.0030031981585990583,0.00044143579566801336,0.008109731563917259,0.13486068888797484,0.01403880149871455,0.0017173786604235363,0.041275844045641406,0.021290833874729725,1.0,0.002823848809806865,0.13100631021804726,0.6521072387312895,0.06978903934466475,5.329053258284451,0.021413772049533257,0.09376256335199155,0.54735024453332,0.28097177348084684,1.8320756073791105e-06,0.0030031981585990583,10,881.3076193956764
22.850038973499156,0.18665123820639387,1.8099843920039452e-06,0.009259248224412979,0.000515671023235723,0.024654073644657354,0.11829541279032538,0.004553613191652982,0.0199567446721675,0.003631540886007163,0.1649186016283536,1.0,0.00119733742548914,0.3374879682149929,0.11540384260331368,0.0657900289639028,3.018186281270417,0.17230070815043833,0.05802908331103471,1.339212529297007,1.1438682658932446,9.73109888174164e-07,0.009259248224412979,11,5115.648040762087
6.797886951090579,0.15766712831454197,0.0009635054717346069,0.013486762303626066,0.016075796939793316,0.011547870500205741,0.021328831883432747,0.06814351481950497,0.0052057771111953905,0.01501668276917333,0.040349921939200284,1.0,0.04834332166161901,0.10330113155828692,0.11544912017115341,0.029530393848502246,0.2760098912628988,0.24255980507150204,0.014906381387545334,2.1628858072761656,0.9823295309167276,0.0005180136944809715,0.013486762303626066,12,13.997598026452447
16.05072373971185,0.2975634555312136,0.0004738543984646055,0.010390522526000132,0.0013769068892465774,0.06200144835557543,0.1589784775065818,0.03820386014970379,0.0013671627634457575,0.012864416970122071,0.07327140194641381,1.0,0.145010280030957,0.9187816357762526,0.09659897248075715,0.05822802381585188,0.9037857493023834,0.19905525506079125,0.04730698209691885,1.2405449369392667,0.40805409905399337,0.000254760429282046,0.010390522526000132,13,21.927669211766496
11.295546078347705,0.2646921213573486,0.00023638836599628536,0.0022244107370393285,0.002006984234814982,0.01636695015773168,0.18736448972660713,0.028986844426274094,0.0018722164725099427,0.040605018638787016,0.05930584847791013,1.0,0.008825500921062704,1.8598543532847847,1.0546039032652763,0.3253823989697444,0.19604177113754664,0.029297375162568275,0.05600841395768358,1.8404708636543914,0.07487033683921657,0.0001270905193528416,0.0022244107370393285,14,9.409983940006164
4.21465628765548,0.22573474384206804,0.0030762404725477744,0.050778988735766806,0.05713503055642009,0.007402593895531243,0.07074406966065873,0.021970897162860777,0.006976127794255234,0.04461832767793184,0.020786481865092632,1.0,0.03826276287301836,0.14733982760481348,0.12659731068941996,0.0357674811886761,0.2642923999573276,0.059824614749129326,0.05940496823929349,1.6544144563408842,0.9717833544495013,0.001653892727176223,0.050778988735766806,15,16.506833315668683
5.460392900091194,0.19485280468712765,2.911811262539951e-06,0.0016532878939325346,0.00040538598893114126,0.017543567170816,0.03634082572041435,0.00737586953048717,0.005420026201538968,0.03516346648351529,0.028522303768158768,1.0,0.015412884952560716,0.3448728136913643,0.35561944434958115,0.011041814888985747,1.0076225593978791,0.19631893182731414,0.07815426132720966,0.3872693159434865,0.3192379676725003,1.565489926096748e-06,0.0016532878939325346,16,567.7865689357268
15.9748922083745,0.08959959377978549,3.055468684959046e-07,0.0008219122811501928,3.6905037354786846e-05,0.005059251640131757,0.030488628108813958,0.011470809806522271,0.01451453491983038,0.001962510072389285,0.17415156316215727,1.0,0.005589730465277708,0.39500084369101657,0.07395433839791951,0.03730721985312956,3.702925297611463,0.045562031630042785,0.026400767008861455,0.5304206262184935,0.29310546605148463,1.6427250994403473e-07,0.0008219122811501928,17,2689.962411441955
16.317738801661246,0.22975717219445024,0.006089819677874806,0.003947929645212671,0.0013393951677092822,0.022883430812774615,0.11838347784062664,0.05792827167225428,0.005129919115692414,0.019552646689000183,0.0915535138418995,1.0,0.0771201899357602,0.29161701745678276,0.3575405203301881,1.466973725550661,0.8029556983766026,0.07170943273814868,0.0398321563137955,0.5199612908018988,0.3502578489266585,0.0032740966010079606,0.003947929645212671,18,0.6482835048314789
11.657490846269031,0.3650979634031538,0.013922842921403856,0.005332121703045498,0.002387384809636522,0.0840959751840408,0.15051004217562733,0.06489337653791004,0.022168180334280644,0.008924772908120833,0.040395614934223514,1.0,0.26366193525497894,0.5908871474808337,0.06548078235184061,0.6365907007405833,0.3028848262947344,0.027191823663852203,0.006213762589497518,0.41500618016081053,0.07731157028798955,0.0074853994201096,0.005332121703045498,19,0.3829765036324117
19.093838008447957,0.18181450705871033,5.937513661878625e-06,0.0003765665731625695,5.338003425395741e-05,0.04272316833454838,0.02854148854418256,0.05192555623876948,0.035486632267209474,0.001749512415103256,0.1195506417930692,1.0,0.02463783742123929,0.09070856966267013,1.077944260110948,0.09838856966160432,9.544274237030688,0.22173860557961175,0.02152340056675593,0.36036219111071977,0.10047258982161844,3.192211646171304e-06,0.0003765665731625695,20,63.421582026615845
8.964436884864012,0.19158309383502256,0.0004810992612429002,0.0005235193513078566,6.406413452857909e-05,0.008987516205379492,0.04366627444434699,0.0021490316676781823,0.0077200788343419965,0.016862136767578757,0.04738546342874704,1.0,0.4193515433709485,1.8929208630798375,0.06338225858921032,0.6516989774329355,1.0580947728880563,0.0209345823719253,0.032412896510089405,0.29067933771359633,0.20271936070264432,0.0002586555167972582,0.0005235193513078566,21,1.0881732573589753
4.252344817900224,0.18137611439958837,2.805533513986248e-06,3.5730838700488743e-05,9.764998916521951e-05,0.011078401188011849,0.025457138768603383,0.005423765051041972,0.0016127081407440729,0.02106169246832911,0.022263288787623087,1.0,0.0017436359534120946,0.4102960212929467,1.4843554223526543,0.40896067973956807,0.19894631294209147,0.19987981399800026,0.010849958816706529,1.395993776309387,0.1913242291382176,1.5083513516055096e-06,3.5730838700488743e-05,22,12.735840005661
